購入日,顧客ID,従業員数,商品カテゴリ,ID,単価,注文数,購入額
2020/2/28,CS007982,204,ブレンド茶飲料,PD01209,100,201,20100
2020/2/28,CS000778,18,豆乳類等,PD01843,150,31,4650
2020/2/28,CS003260,40,ミネラルウォーター類,PD09271,200,52,10400
2020/2/29,CS004001,458,果実ジュース（果汁100%）,PD07120,150,441,66150
2020/2/29,CS008306,113,ミネラルウォーター類,PD07487,200,113,22600
2020/2/29,CS007462,57,ミネラルウォーター類,PD01631,200,40,8000
2020/2/29,CS003260,40,スポーツ飲料等,PD01837,120,41,4920
2020/2/29,CS000734,57,コーヒー,PD09294,150,50,7500
2020/2/29,CS004361,71,ミネラルウォーター類,PD08795,150,58,8700
2020/2/29,CS007279,282,スポーツ飲料等,PD08696,100,40,4000
2020/2/29,CS004465,54,スポーツ飲料等,PD05418,120,40,4800
2020/2/29,CS004000,79,栄養ドリンク炭酸飲料,PD05113,150,77,11550
2020/2/29,CS006662,13,ミネラルウォーター類,PD03709,200,44,8800
2020/2/29,CS004630,105,コーヒー,PD04081,150,58,8700
2020/2/29,CS006662,13,果汁入り炭酸飲料（5%以上10%未満）,PD07700,150,23,3450
2020/2/29,CS008625,7,コーヒー,PD04785,150,18,2700
2020/3/1,CS004000,79,スポーツ飲料等,PD03718,120,94,11280
2020/3/1,CS000535,193,コーヒー,PD07551,200,201,40200
2020/3/1,CS007462,57,ブレンド茶飲料,PD06217,100,46,4600
2020/3/1,CS004658,32,ブレンド茶飲料,PD03945,150,39,5850
2020/3/1,CS005472,152,コーラ炭酸飲料,PD03912,200,31,6200
2020/3/1,CS000396,23,コーヒー,PD01838,200,31,6200
2020/3/1,CS005472,152,むぎ茶飲料,PD04570,120,170,20400
2020/3/1,CS007982,204,コーヒー,PD07998,150,46,6900
2020/3/1,CS000896,79,コーヒー入り乳飲料,PD00617,200,71,14200
2020/3/1,CS001036,26,スポーツ飲料等,PD04541,150,51,7650
2020/3/1,CS003113,30,むぎ茶飲料,PD05908,200,13,2600
2020/3/1,CS003958,53,むぎ茶飲料,PD06596,150,41,6150
2020/3/1,CS006724,51,豆乳類等,PD00558,200,44,8800
2020/3/1,CS005114,86,スポーツ飲料等,PD04457,120,78,9360
2020/3/1,CS006724,51,コーヒー,PD05400,200,43,8600
2020/3/2,CS000386,30,ミネラルウォーター類,PD04079,100,21,2100
2020/3/2,CS003925,40,コーヒー,PD07076,150,38,5700
2020/3/2,CS008910,400,果汁入り炭酸飲料（5%以上10%未満）,PD06386,200,395,79000
2020/3/2,CS003113,30,コーヒー,PD07524,200,26,5200
2020/3/2,CS000730,70,ミネラルウォーター類,PD09100,100,76,7600
2020/3/2,CS007131,71,コーヒー,PD07035,200,40,8000
2020/3/2,CS006334,98,コーラ炭酸飲料,PD09471,200,87,17400
2020/3/2,CS006190,33,ミネラルウォーター類,PD09703,150,21,3150
2020/3/2,CS004392,103,コーヒー,PD04821,120,112,13440
2020/3/2,CS000734,57,むぎ茶飲料,PD08826,200,54,10800
2020/3/2,CS008646,7,コーラ炭酸飲料,PD03233,200,25,5000
2020/3/2,CS004000,79,コーヒー,PD06592,200,35,7000
2020/3/2,CS003277,7,コーヒー,PD08797,150,40,6000
2020/3/2,CS007425,55,豆乳類等,PD09456,150,53,7950
2020/3/2,CS007412,148,ブレンド茶飲料,PD08651,150,150,22500
2020/3/2,CS004124,75,果実フレーバー／着色炭酸飲料,PD03996,150,37,5550
2020/3/2,CS004465,54,ウーロン系飲料,PD04433,100,22,2200
2020/3/2,CS000183,122,果実ジュース（果汁100%）,PD06418,150,30,4500
2020/3/2,CS000030,80,スポーツ飲料等,PD02959,100,79,7900
2020/3/3,CS008799,106,コーヒー,PD07637,120,101,12120
2020/3/3,CS004361,71,果実フレーバー／着色炭酸飲料,PD03119,120,45,5400
2020/3/3,CS008799,106,スポーツ飲料等,PD04541,150,38,5700
2020/3/3,CS004897,186,ミネラルウォーター類,PD05347,150,55,8250
2020/3/3,CS000769,94,ミネラルウォーター類,PD00142,150,40,6000
2020/3/3,CS000396,23,コーヒー,PD07695,150,32,4800
2020/3/3,CS007776,131,スポーツ飲料等,PD07036,150,45,6750
2020/3/3,CS006237,141,コーヒー,PD01117,100,121,12100
2020/3/3,CS004124,75,豆乳類等,PD00558,200,62,12400
2020/3/3,CS000821,25,コーヒー,PD01396,150,40,6000
2020/3/3,CS008306,113,コーヒー,PD08860,120,39,4680
2020/3/3,CS001417,22,むぎ茶飲料,PD04378,150,43,6450
2020/3/3,CS003277,7,コーヒー,PD06998,150,38,5700
2020/3/3,CS005968,82,果実フレーバー／着色炭酸飲料,PD04928,150,30,4500
2020/3/3,CS005761,122,コーラ炭酸飲料,PD02287,100,27,2700
2020/3/3,CS004971,45,豆乳類等,PD09437,100,42,4200
2020/3/3,CS006726,80,ミネラルウォーター類,PD01775,200,31,6200
2020/3/3,CS000396,23,コーヒー,PD05741,200,39,7800
2020/3/3,CS005188,21,ウーロン系飲料,PD08164,120,14,1680
2020/3/3,CS008999,43,むぎ茶飲料,PD01072,150,43,6450
2020/3/4,CS001690,14,ミネラルウォーター類,PD03575,100,28,2800
2020/3/4,CS006358,66,果汁入り飲料（ネクター類）,PD09621,150,36,5400
2020/3/4,CS001621,58,豆乳類等,PD04762,120,66,7920
2020/3/4,CS006627,58,むぎ茶飲料,PD03848,150,74,11100
2020/3/4,CS006724,51,スポーツ飲料等,PD09630,120,34,4080
2020/3/4,CS004630,105,コーヒー,PD03433,200,12,2400
2020/3/4,CS008625,7,ミネラルウォーター類,PD05191,150,5,750
2020/3/4,CS004465,54,ブレンド茶飲料,PD00909,200,55,11000
2020/3/4,CS007198,80,スポーツ飲料等,PD08666,150,26,3900
2020/3/4,CS007600,12,コーラ炭酸飲料,PD06737,200,11,2200
2020/3/4,CS005679,124,スポーツ飲料等,PD09630,120,40,4800
2020/3/4,CS003012,66,豆乳類等,PD04858,200,65,13000
2020/3/4,CS006237,141,コーヒー,PD07875,150,36,5400
2020/3/4,CS009706,16,果汁入り炭酸飲料（5%以上10%未満）,PD04430,150,46,6900
2020/3/4,CS007150,8,スポーツ飲料等,PD03837,150,4,600
2020/3/4,CS007979,454,ミネラルウォーター類,PD08750,150,445,66750
2020/3/4,CS004234,126,コーヒー,PD06005,100,33,3300
2020/3/4,CS005472,152,スポーツ飲料等,PD00559,150,42,6300
2020/3/5,CS008101,23,コーヒー,PD05449,100,34,3400
2020/3/5,CS006726,80,むぎ茶飲料,PD03848,150,36,5400
2020/3/5,CS005472,152,ウーロン系飲料,PD03732,150,127,19050
2020/3/5,CS009473,38,スポーツ飲料等,PD03131,200,34,6800
2020/3/5,CS005679,124,スポーツ飲料等,PD07335,150,29,4350
2020/3/5,CS003113,30,むぎ茶飲料,PD07156,100,21,2100
2020/3/5,CS007982,204,ミネラルウォーター類,PD09271,200,41,8200
2020/3/5,CS008430,22,栄養ドリンク炭酸飲料,PD03397,120,32,3840
2020/3/5,CS004658,32,コーヒー,PD01838,200,26,5200
2020/3/5,CS008306,113,コーヒー,PD04081,150,40,6000
2020/3/5,CS008365,16,ブレンド茶飲料,PD06653,120,35,4200
2020/3/5,CS008646,7,ブレンド茶飲料,PD04580,120,5,600
2020/3/6,CS005432,320,ミネラルウォーター類,PD07592,200,55,11000
2020/3/6,CS007979,454,スポーツ飲料等,PD06191,100,53,5300
2020/3/6,CS007412,148,スポーツ飲料等,PD04107,120,154,18480
2020/3/6,CS007979,454,ミネラルウォーター類,PD02574,200,54,10800
2020/3/6,CS004658,32,豆乳類等,PD06853,150,24,3600
2020/3/6,CS004630,105,ウーロン系飲料,PD08023,100,56,5600
2020/3/6,CS008306,113,コーヒー,PD00023,150,45,6750
2020/3/6,CS009706,16,ミネラルウォーター類,PD04017,150,14,2100
2020/3/6,CS004124,75,ミネラルウォーター類,PD02445,100,36,3600
2020/3/6,CS000386,30,ミネラルウォーター類,PD01390,200,38,7600
2020/3/6,CS007776,131,ウーロン系飲料,PD06195,200,48,9600
2020/3/6,CS008365,16,スポーツ飲料等,PD04541,150,38,5700
2020/3/6,CS003113,30,むぎ茶飲料,PD08113,150,14,2100
2020/3/6,CS000535,193,ミネラルウォーター類,PD01000,150,193,28950
2020/3/6,CS004465,54,ミネラルウォーター類,PD09384,150,53,7950
2020/3/6,CS000778,18,豆乳類等,PD09208,120,28,3360
2020/3/6,CS000965,6,ミネラルウォーター類,PD08770,120,2,240
2020/3/6,CS006094,122,ミネラルウォーター類,PD09605,200,38,7600
2020/3/6,CS006334,98,ミネラルウォーター類,PD06419,150,91,13650
2020/3/6,CS007150,8,ミネラルウォーター類,PD05419,100,44,4400
2020/3/7,CS005761,122,果実フレーバー／着色炭酸飲料,PD03348,200,121,24200
2020/3/7,CS004630,105,コーラ炭酸飲料,PD06382,100,108,10800
2020/3/7,CS007979,454,コーヒー,PD06798,200,439,87800
2020/3/7,CS000896,79,スポーツ飲料等,PD05664,150,25,3750
2020/3/7,CS000730,70,コーヒー,PD00023,150,48,7200
2020/3/7,CS005472,152,ミネラルウォーター類,PD06090,150,154,23100
2020/3/7,CS004001,458,ミネラルウォーター類,PD00854,150,50,7500
2020/3/7,CS009137,80,ミネラルウォーター類,PD05784,200,86,17200
2020/3/7,CS006627,58,ミネラルウォーター類,PD00815,200,72,14400
2020/3/7,CS003377,7,コーヒー,PD04249,150,24,3600
2020/3/7,CS007150,8,ミネラルウォーター類,PD05370,150,7,1050
2020/3/7,CS003277,7,コーヒー,PD01396,150,19,2850
2020/3/7,CS008646,7,ミネラルウォーター類,PD05056,150,34,5100
2020/3/7,CS005472,152,ウーロン系飲料,PD09712,150,145,21750
2020/3/7,CS006094,122,スポーツ飲料等,PD05664,150,56,8400
2020/3/7,CS008858,100,スポーツ飲料等,PD05830,100,36,3600
2020/3/7,CS005761,122,コーヒー,PD06592,200,124,24800
2020/3/7,CS004361,71,ミネラルウォーター類,PD02125,200,74,14800
2020/3/7,CS005472,152,むぎ茶飲料,PD09137,120,36,4320
2020/3/7,CS007982,204,ミネラルウォーター類,PD07730,150,55,8250
2020/3/8,CS004361,71,果汁入り炭酸飲料（5%以上10%未満）,PD09780,200,59,11800
2020/3/8,CS004124,75,スポーツ飲料等,PD09619,120,57,6840
2020/3/8,CS008999,43,ミネラルウォーター類,PD03475,200,46,9200
2020/3/8,CS004897,186,ミネラルウォーター類,PD02239,100,46,4600
2020/3/8,CS001036,26,ミネラルウォーター類,PD05472,200,30,6000
2020/3/8,CS007130,87,栄養ドリンク炭酸飲料,PD00267,200,35,7000
2020/3/8,CS006190,33,コーヒー,PD00144,150,35,5250
2020/3/8,CS005114,86,ミネラルウォーター類,PD02716,150,36,5400
2020/3/8,CS006334,98,コーヒー,PD07855,150,93,13950
2020/3/8,CS003184,259,コーラ炭酸飲料,PD04538,200,33,6600
2020/3/8,CS000921,24,ミネラルウォーター類,PD01031,200,26,5200
2020/3/8,CS005188,21,コーヒー,PD07855,150,28,4200
2020/3/8,CS005564,126,ミネラルウォーター類,PD06303,150,137,20550
2020/3/8,CS008430,22,ブレンド茶飲料,PD00224,150,20,3000
2020/3/8,CS007150,8,コーラ炭酸飲料,PD07770,120,22,2640
2020/3/8,CS003925,40,コーヒー,PD08856,200,24,4800
2020/3/8,CS005472,152,スポーツ飲料等,PD09328,100,145,14500
2020/3/8,CS000386,30,コーラ炭酸飲料,PD03639,200,29,5800
2020/3/8,CS009137,80,果汁入り炭酸飲料（5%以上10%未満）,PD09616,150,82,12300
2020/3/8,CS003737,22,コーヒー,PD02852,100,23,2300
2020/3/8,CS000730,70,ミネラルウォーター類,PD03767,150,29,4350
2020/3/8,CS004465,54,むぎ茶飲料,PD02492,150,76,11400
2020/3/9,CS007425,55,ミネラルウォーター類,PD03107,200,48,9600
2020/3/9,CS003277,7,ミネラルウォーター類,PD06647,200,9,1800
2020/3/9,CS007982,204,ミネラルウォーター類,PD06090,150,199,29850
2020/3/9,CS000965,6,コーラ炭酸飲料,PD01569,200,9,1800
2020/3/9,CS000386,30,スポーツ飲料等,PD08515,200,29,5800
2020/3/9,CS007982,204,むぎ茶飲料,PD02242,200,211,42200
2020/3/9,CS005432,320,むぎ茶飲料,PD07577,100,33,3300
2020/3/9,CS007131,71,果汁入り炭酸飲料（5%以上10%未満）,PD09372,120,47,5640
2020/3/9,CS005896,24,ウーロン系飲料,PD00196,200,22,4400
2020/3/9,CS007412,148,果実フレーバー／着色炭酸飲料,PD08083,150,157,23550
2020/3/9,CS008540,152,コーヒー,PD08975,120,161,19320
2020/3/10,CS006237,141,スポーツ飲料等,PD09248,200,126,25200
2020/3/10,CS004001,458,コーヒー,PD07695,150,34,5100
2020/3/10,CS004124,75,ミネラルウォーター類,PD05710,200,29,5800
2020/3/10,CS001036,26,ミネラルウォーター類,PD05539,150,37,5550
2020/3/10,CS005188,21,ブレンド茶飲料,PD08618,150,50,7500
2020/3/10,CS007198,80,果汁入り炭酸飲料（5%以上10%未満）,PD07202,150,75,11250
2020/3/10,CS004448,11,ウーロン系飲料,PD01713,200,42,8400
2020/3/10,CS007130,87,果汁入り炭酸飲料（5%以上10%未満）,PD07350,100,50,5000
2020/3/10,CS004392,103,コーラ炭酸飲料,PD07690,120,36,4320
2020/3/10,CS000030,80,果実フレーバー／着色炭酸飲料,PD03877,150,44,6600
2020/3/10,CS004630,105,ウーロン系飲料,PD03052,120,45,5400
2020/3/10,CS005968,82,ミネラルウォーター類,PD01949,150,60,9000
2020/3/10,CS008239,159,むぎ茶飲料,PD08039,100,42,4200
2020/3/10,CS006334,98,豆乳類等,PD07123,200,43,8600
2020/3/10,CS005114,86,ミネラルウォーター類,PD07911,200,45,9000
2020/3/10,CS005114,86,むぎ茶飲料,PD08362,200,40,8000
2020/3/10,CS002266,23,スポーツ飲料等,PD04562,200,9,1800
2020/3/10,CS004971,45,ミネラルウォーター類,PD00472,120,52,6240
2020/3/10,CS003184,259,ミネラルウォーター類,PD09740,200,271,54200
2020/3/10,CS008858,100,スポーツ飲料等,PD03166,150,114,17100
2020/3/10,CS008239,159,スポーツ飲料等,PD04994,150,53,7950
2020/3/10,CS007982,204,ウーロン系飲料,PD04433,100,208,20800
2020/3/10,CS001842,32,ミネラルウォーター類,PD02927,200,29,5800
2020/3/10,CS000535,193,コーラ炭酸飲料,PD09471,200,188,37600
2020/3/10,CS000557,64,ミネラルウォーター類,PD08795,150,43,6450
2020/3/11,CS004000,79,コーラ炭酸飲料,PD00426,200,79,15800
2020/3/11,CS003377,7,コーヒー,PD05507,200,38,7600
2020/3/11,CS006627,58,ブレンド茶飲料,PD00224,150,46,6900
2020/3/11,CS009137,80,ミネラルウォーター類,PD02125,200,81,16200
2020/3/11,CS003971,10,コーヒー,PD06998,150,22,3300
2020/3/11,CS000769,94,コーラ炭酸飲料,PD09504,150,35,5250
2020/3/11,CS005679,124,果実ジュース（果汁100%）,PD02599,200,55,11000
2020/3/11,CS000662,67,スポーツ飲料等,PD04062,200,34,6800
2020/3/11,CS007130,87,むぎ茶飲料,PD01565,150,11,1650
2020/3/11,CS001611,68,コーヒー,PD02782,150,46,6900
2020/3/11,CS008858,100,果汁入り炭酸飲料（5%以上10%未満）,PD07700,150,90,13500
2020/3/11,CS000896,79,果汁入り炭酸飲料（5%以上10%未満）,PD06538,150,36,5400
2020/3/11,CS003113,30,コーヒー,PD04976,150,45,6750
2020/3/11,CS008239,159,ミネラルウォーター類,PD02944,150,178,26700
2020/3/11,CS007379,231,ミネラルウォーター類,PD09736,150,43,6450
2020/3/11,CS001690,14,ブレンド茶飲料,PD01234,150,32,4800
2020/3/11,CS005679,124,コーラ炭酸飲料,PD08692,150,121,18150
2020/3/11,CS003184,259,ミネラルウォーター類,PD00543,150,268,40200
2020/3/11,CS008101,23,ブレンド茶飲料,PD06196,150,26,3900
2020/3/11,CS000030,80,スポーツ飲料等,PD00559,150,83,12450
2020/3/11,CS000183,122,コーヒー,PD05741,200,35,7000
2020/3/11,CS006358,66,むぎ茶飲料,PD05453,100,74,7400
2020/3/11,CS003113,30,果汁入り炭酸飲料（5%以上10%未満）,PD02589,150,29,4350
2020/3/12,CS009473,38,スポーツ飲料等,PD05418,120,38,4560
2020/3/12,CS006094,122,コーヒー,PD01930,150,37,5550
2020/3/12,CS006190,33,果汁入り炭酸飲料（5%以上10%未満）,PD03231,150,40,6000
2020/3/12,CS004001,458,コーラ炭酸飲料,PD05687,150,452,67800
2020/3/12,CS003184,259,スポーツ飲料等,PD02930,150,40,6000
2020/3/12,CS009137,80,スポーツ飲料等,PD00647,200,39,7800
2020/3/12,CS006334,98,コーヒー,PD01117,100,87,8700
2020/3/12,CS000778,18,コーヒー,PD05887,150,19,2850
2020/3/12,CS006724,51,スポーツ飲料等,PD09875,150,47,7050
2020/3/12,CS000821,25,コーヒー,PD02059,150,22,3300
2020/3/12,CS005679,124,果実ジュース（果汁100%）,PD05070,200,45,9000
2020/3/12,CS001621,58,コーラ炭酸飲料,PD09471,200,46,9200
2020/3/12,CS003260,40,コーラ炭酸飲料,PD09667,200,53,10600
2020/3/12,CS000734,57,ミネラルウォーター類,PD05191,150,61,9150
2020/3/12,CS005896,24,ミネラルウォーター類,PD06164,200,22,4400
2020/3/12,CS003958,53,ブレンド茶飲料,PD03945,150,37,5550
2020/3/12,CS000734,57,ウーロン系飲料,PD09236,200,64,12800
2020/3/12,CS007776,131,むぎ茶飲料,PD01009,150,28,4200
2020/3/12,CS001417,22,果汁入り炭酸飲料（5%以上10%未満）,PD05134,150,32,4800
2020/3/12,CS004234,126,むぎ茶飲料,PD08328,150,49,7350
2020/3/13,CS005761,122,果汁入り炭酸飲料（5%以上10%未満）,PD06386,200,127,25400
2020/3/13,CS007462,57,コーラ炭酸飲料,PD00974,150,51,7650
2020/3/13,CS002266,23,コーヒー,PD04578,150,41,6150
2020/3/13,CS000730,70,コーヒー,PD04623,120,61,7320
2020/3/13,CS005472,152,果実ジュース（果汁100%）,PD07555,100,33,3300
2020/3/13,CS000662,67,ブレンド茶飲料,PD03003,100,69,6900
2020/3/13,CS007412,148,ミネラルウォーター類,PD03844,200,131,26200
2020/3/13,CS008625,7,ミネラルウォーター類,PD09596,150,52,7800
2020/3/13,CS007776,131,コーヒー,PD02392,200,48,9600
2020/3/13,CS008306,113,コーヒー,PD02412,150,113,16950
2020/3/13,CS007425,55,ミネラルウォーター類,PD01949,150,24,3600
2020/3/13,CS004630,105,スポーツ飲料等,PD08666,150,51,7650
2020/3/13,CS008477,388,スポーツ飲料等,PD02652,100,38,3800
2020/3/13,CS005188,21,ミネラルウォーター類,PD00854,150,31,4650
2020/3/13,CS006190,33,むぎ茶飲料,PD01465,200,47,9400
2020/3/13,CS000183,122,コーヒー,PD02881,200,40,8000
2020/3/13,CS006190,33,コーヒー,PD04234,150,32,4800
2020/3/14,CS005432,320,スポーツ飲料等,PD00702,200,322,64400
2020/3/14,CS003012,66,ミネラルウォーター類,PD08676,150,46,6900
2020/3/14,CS006726,80,スポーツ飲料等,PD04593,100,79,7900
2020/3/14,CS005761,122,コーヒー,PD07238,200,135,27000
2020/3/14,CS001417,22,むぎ茶飲料,PD02242,200,13,2600
2020/3/14,CS007600,12,果実ジュース（果汁100%）,PD05344,120,52,6240
2020/3/14,CS000396,23,ミネラルウォーター類,PD00113,200,12,2400
2020/3/14,CS008910,400,ミネラルウォーター類,PD07330,150,398,59700
2020/3/14,CS000535,193,むぎ茶飲料,PD00202,150,215,32250
2020/3/14,CS007383,93,むぎ茶飲料,PD08255,150,83,12450
2020/3/14,CS004448,11,スポーツ飲料等,PD05791,120,21,2520
2020/3/14,CS009530,108,栄養ドリンク炭酸飲料,PD08213,150,42,6300
2020/3/14,CS000183,122,むぎ茶飲料,PD04168,100,108,10800
2020/3/14,CS005114,86,果汁入り炭酸飲料（5%以上10%未満）,PD03231,150,75,11250
2020/3/14,CS000965,6,ウーロン系飲料,PD02728,200,4,800
2020/3/14,CS006726,80,果汁入り飲料（ネクター類）,PD09621,150,53,7950
2020/3/14,CS000030,80,ミネラルウォーター類,PD09908,150,66,9900
2020/3/14,CS008430,22,ブレンド茶飲料,PD06266,100,20,2000
2020/3/14,CS008625,7,ミネラルウォーター類,PD01139,150,9,1350
2020/3/14,CS004234,126,コーヒー,PD09460,100,40,4000
2020/3/14,CS006724,51,コーヒー,PD06102,150,56,8400
2020/3/14,CS004234,126,むぎ茶飲料,PD07156,100,132,13200
2020/3/14,CS006726,80,ミネラルウォーター類,PD05089,150,34,5100
2020/3/14,CS000396,23,スポーツ飲料等,PD04593,100,10,1000
2020/3/14,CS004000,79,果汁入り炭酸飲料（5%以上10%未満）,PD03216,100,92,9200
2020/3/14,CS008799,106,コーラ炭酸飲料,PD04464,100,123,12300
2020/3/14,CS007600,12,ミネラルウォーター類,PD08993,150,26,3900
2020/3/14,CS009123,397,コーヒー,PD00073,150,407,61050
2020/3/14,CS000396,23,コーヒー,PD05734,150,49,7350
2020/3/14,CS000662,67,ウーロン系飲料,PD07613,120,35,4200
2020/3/14,CS007131,71,スポーツ飲料等,PD07036,150,78,11700
2020/3/15,CS008101,23,ウーロン系飲料,PD05148,100,38,3800
2020/3/15,CS008910,400,スポーツ飲料等,PD07017,120,37,4440
2020/3/15,CS007974,224,ブレンド茶飲料,PD06266,100,229,22900
2020/3/15,CS004448,11,コーヒー,PD00115,120,50,6000
2020/3/15,CS005432,320,ウーロン系飲料,PD05148,100,35,3500
2020/3/15,CS008910,400,スポーツ飲料等,PD00268,100,402,40200
2020/3/15,CS000183,122,コーラ炭酸飲料,PD03447,150,119,17850
